participant_alias,shots,support_seed,label,prompt_group,zero_decision,adapted_decision
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,0,P4_negative,False,False
P006,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P2_phrase_plus_vigil,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P1_vigil_only,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,False,False
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,1,P3_vigil_plus_phrase,True,True
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,True,True
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P011,3,20260621,0,P4_negative,False,False
P013,3,20260621,1,P1_vigil_only,True,True
P013,3,20260621,1,P1_vigil_only,True,True
P013,3,20260621,1,P1_vigil_only,True,True
P013,3,20260621,1,P3_vigil_plus_phrase,True,True
P013,3,20260621,1,P3_vigil_plus_phrase,True,True
P013,3,20260621,1,P3_vigil_plus_phrase,True,True
P013,3,20260621,1,P3_vigil_plus_phrase,True,True
P013,3,20260621,1,P3_vigil_plus_phrase,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,1,P2_phrase_plus_vigil,True,True
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P013,3,20260621,0,P4_negative,False,False
P021,3,20260621,1,P1_vigil_only,True,True
P021,3,20260621,1,P1_vigil_only,True,True
P021,3,20260621,1,P2_phrase_plus_vigil,True,True
P021,3,20260621,1,P2_phrase_plus_vigil,True,True
P021,3,20260621,1,P2_phrase_plus_vigil,True,True
P021,3,20260621,1,P2_phrase_plus_vigil,True,True
P021,3,20260621,1,P2_phrase_plus_vigil,True,True
P021,3,20260621,1,P3_vigil_plus_phrase,True,True
P021,3,20260621,1,P3_vigil_plus_phrase,True,True
P021,3,20260621,0,P4_negative,False,False
P021,3,20260621,0,P4_negative,False,False
P021,3,20260621,0,P4_negative,False,False
P027,3,20260621,1,P1_vigil_only,False,False
P027,3,20260621,1,P2_phrase_plus_vigil,True,True
P027,3,20260621,1,P2_phrase_plus_vigil,False,False
P027,3,20260621,1,P2_phrase_plus_vigil,True,True
P027,3,20260621,1,P2_phrase_plus_vigil,True,True
P027,3,20260621,1,P2_phrase_plus_vigil,True,True
P027,3,20260621,1,P3_vigil_plus_phrase,True,True
P027,3,20260621,1,P3_vigil_plus_phrase,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P027,3,20260621,0,P4_negative,False,False
P006,5,20260621,1,P1_vigil_only,True,True
P006,5,20260621,1,P1_vigil_only,True,True
P006,5,20260621,1,P1_vigil_only,True,True
P006,5,20260621,1,P2_phrase_plus_vigil,True,True
P006,5,20260621,1,P2_phrase_plus_vigil,True,True
P006,5,20260621,1,P2_phrase_plus_vigil,True,True
P006,5,20260621,1,P3_vigil_plus_phrase,True,True
P006,5,20260621,1,P3_vigil_plus_phrase,True,True
P006,5,20260621,1,P3_vigil_plus_phrase,True,True
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,0,P4_negative,False,False
P006,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P2_phrase_plus_vigil,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P1_vigil_only,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,False,False
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,1,P3_vigil_plus_phrase,True,True
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,True,True
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P011,5,20260621,0,P4_negative,False,False
P013,5,20260621,1,P1_vigil_only,True,True
P013,5,20260621,1,P1_vigil_only,True,True
P013,5,20260621,1,P1_vigil_only,True,True
P013,5,20260621,1,P3_vigil_plus_phrase,True,True
P013,5,20260621,1,P3_vigil_plus_phrase,True,True
P013,5,20260621,1,P3_vigil_plus_phrase,True,True
P013,5,20260621,1,P3_vigil_plus_phrase,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,1,P2_phrase_plus_vigil,True,True
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P013,5,20260621,0,P4_negative,False,False
P021,5,20260621,1,P1_vigil_only,True,True
P021,5,20260621,1,P1_vigil_only,True,True
P021,5,20260621,1,P2_phrase_plus_vigil,True,True
P021,5,20260621,1,P2_phrase_plus_vigil,True,True
P021,5,20260621,1,P2_phrase_plus_vigil,True,True
P021,5,20260621,1,P2_phrase_plus_vigil,True,True
P021,5,20260621,1,P3_vigil_plus_phrase,True,True
P021,5,20260621,0,P4_negative,False,False
P021,5,20260621,0,P4_negative,False,False
P021,5,20260621,0,P4_negative,False,False
P027,5,20260621,1,P1_vigil_only,False,False
P027,5,20260621,1,P2_phrase_plus_vigil,True,True
P027,5,20260621,1,P2_phrase_plus_vigil,False,False
P027,5,20260621,1,P2_phrase_plus_vigil,True,True
P027,5,20260621,1,P2_phrase_plus_vigil,True,True
P027,5,20260621,1,P3_vigil_plus_phrase,True,True
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P027,5,20260621,0,P4_negative,False,False
P006,3,20260622,1,P1_vigil_only,True,True
P006,3,20260622,1,P1_vigil_only,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P2_phrase_plus_vigil,True,True
P006,3,20260622,1,P3_vigil_plus_phrase,True,True
P006,3,20260622,1,P3_vigil_plus_phrase,True,True
P006,3,20260622,1,P3_vigil_plus_phrase,True,True
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,0,P4_negative,False,False
P006,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P2_phrase_plus_vigil,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P1_vigil_only,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,False,False
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,1,P3_vigil_plus_phrase,True,True
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,True,True
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P011,3,20260622,0,P4_negative,False,False
P013,3,20260622,1,P1_vigil_only,True,True
P013,3,20260622,1,P1_vigil_only,True,True
P013,3,20260622,1,P1_vigil_only,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P3_vigil_plus_phrase,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,1,P2_phrase_plus_vigil,True,True
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P013,3,20260622,0,P4_negative,False,False
P021,3,20260622,1,P1_vigil_only,True,True
P021,3,20260622,1,P2_phrase_plus_vigil,True,True
P021,3,20260622,1,P2_phrase_plus_vigil,True,True
P021,3,20260622,1,P2_phrase_plus_vigil,True,True
P021,3,20260622,1,P2_phrase_plus_vigil,True,True
P021,3,20260622,1,P2_phrase_plus_vigil,True,True
P021,3,20260622,1,P3_vigil_plus_phrase,True,True
P021,3,20260622,1,P3_vigil_plus_phrase,True,True
P021,3,20260622,1,P3_vigil_plus_phrase,True,True
P021,3,20260622,0,P4_negative,False,False
P021,3,20260622,0,P4_negative,False,False
P021,3,20260622,0,P4_negative,False,False
P027,3,20260622,1,P1_vigil_only,False,False
P027,3,20260622,1,P2_phrase_plus_vigil,True,True
P027,3,20260622,1,P2_phrase_plus_vigil,True,True
P027,3,20260622,1,P2_phrase_plus_vigil,True,True
P027,3,20260622,1,P2_phrase_plus_vigil,True,True
P027,3,20260622,1,P3_vigil_plus_phrase,True,True
P027,3,20260622,1,P3_vigil_plus_phrase,False,False
P027,3,20260622,1,P3_vigil_plus_phrase,True,True
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P027,3,20260622,0,P4_negative,False,False
P006,5,20260622,1,P1_vigil_only,True,True
P006,5,20260622,1,P2_phrase_plus_vigil,True,True
P006,5,20260622,1,P2_phrase_plus_vigil,True,True
P006,5,20260622,1,P2_phrase_plus_vigil,True,True
P006,5,20260622,1,P2_phrase_plus_vigil,True,True
P006,5,20260622,1,P2_phrase_plus_vigil,True,True
P006,5,20260622,1,P3_vigil_plus_phrase,True,True
P006,5,20260622,1,P3_vigil_plus_phrase,True,True
P006,5,20260622,1,P3_vigil_plus_phrase,True,True
P006,5,20260622,0,P4_negative,False,False
P006,5,20260622,0,P4_negative,False,False
P006,5,20260622,0,P4_negative,False,False
