adapted_decision,fold,label,participant_alias,prompt_group,shots,support_seed,zero_decision
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P020,P3_vigil_plus_phrase,5,20260624,True
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
False,0,0,P020,P4_negative,5,20260624,False
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P1_vigil_only,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260624,True
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
False,0,0,P022,P4_negative,5,20260624,False
True,0,1,P034,P1_vigil_only,5,20260624,True
True,0,1,P034,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P034,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P034,P2_phrase_plus_vigil,5,20260624,True
True,0,1,P034,P3_vigil_plus_phrase,5,20260624,True
True,0,1,P034,P3_vigil_plus_phrase,5,20260624,True
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
False,0,0,P034,P4_negative,5,20260624,False
True,1,1,P011,P1_vigil_only,3,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
False,1,0,P011,P4_negative,3,20260620,False
True,1,1,P016,P1_vigil_only,3,20260620,True
True,1,1,P016,P1_vigil_only,3,20260620,True
True,1,1,P016,P1_vigil_only,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,3,20260620,True
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
False,1,0,P016,P4_negative,3,20260620,False
True,1,1,P027,P1_vigil_only,3,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P027,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
True,1,1,P027,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P027,P1_vigil_only,3,20260620,True
False,1,1,P027,P1_vigil_only,3,20260620,False
True,1,1,P027,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P027,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
False,1,0,P027,P4_negative,3,20260620,False
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P1_vigil_only,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
False,1,1,P014,P3_vigil_plus_phrase,3,20260620,False
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P014,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
True,1,0,P014,P4_negative,3,20260620,True
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
False,1,0,P014,P4_negative,3,20260620,False
True,1,1,P017,P1_vigil_only,3,20260620,True
False,1,1,P017,P1_vigil_only,3,20260620,False
True,1,1,P017,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P017,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P017,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P017,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P017,P4_negative,3,20260620,False
False,1,0,P017,P4_negative,3,20260620,False
False,1,0,P017,P4_negative,3,20260620,False
False,1,0,P017,P4_negative,3,20260620,False
False,1,0,P017,P4_negative,3,20260620,False
False,1,1,P007,P1_vigil_only,3,20260620,False
True,1,1,P007,P1_vigil_only,3,20260620,True
True,1,1,P007,P1_vigil_only,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P007,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,0,P007,P4_negative,3,20260620,False
False,1,1,P033,P1_vigil_only,3,20260620,False
False,1,1,P033,P1_vigil_only,3,20260620,False
True,1,1,P033,P2_phrase_plus_vigil,3,20260620,True
False,1,1,P033,P2_phrase_plus_vigil,3,20260620,False
True,1,1,P033,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P033,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P033,P2_phrase_plus_vigil,3,20260620,True
True,1,1,P033,P3_vigil_plus_phrase,3,20260620,True
True,1,1,P033,P3_vigil_plus_phrase,3,20260620,True
False,1,0,P033,P4_negative,3,20260620,False
False,1,0,P033,P4_negative,3,20260620,False
False,1,0,P033,P4_negative,3,20260620,False
False,1,0,P033,P4_negative,3,20260620,False
False,1,0,P033,P4_negative,3,20260620,False
True,1,1,P011,P1_vigil_only,5,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P011,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P011,P3_vigil_plus_phrase,5,20260620,True
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
False,1,0,P011,P4_negative,5,20260620,False
True,1,1,P016,P1_vigil_only,5,20260620,True
True,1,1,P016,P1_vigil_only,5,20260620,True
True,1,1,P016,P1_vigil_only,5,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P016,P3_vigil_plus_phrase,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P016,P2_phrase_plus_vigil,5,20260620,True
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
False,1,0,P016,P4_negative,5,20260620,False
True,1,1,P027,P1_vigil_only,5,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P027,P3_vigil_plus_phrase,5,20260620,True
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
True,1,1,P027,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P027,P1_vigil_only,5,20260620,True
True,1,1,P027,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P027,P3_vigil_plus_phrase,5,20260620,True
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
False,1,0,P027,P4_negative,5,20260620,False
True,1,1,P014,P1_vigil_only,5,20260620,True
True,1,1,P014,P1_vigil_only,5,20260620,True
True,1,1,P014,P1_vigil_only,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
True,1,1,P014,P2_phrase_plus_vigil,5,20260620,True
